0,0.00285
1,0.293658
2,0.325386
3,0.354926
4,0.404324
5,0.406745
6,0.537377
7,0.472277
8,0.482854
9,0.518338
10,0.63261
11,0.62537
12,0.655195
13,0.713228
14,0.688727
15,0.734819
16,0.799875
17,0.794031
18,0.833667
19,0.859236
20,0.851846
21,0.915599
22,0.912103
23,0.931365
24,0.954805
25,0.967955
26,0.993078
27,1.02427
28,1.04769
29,1.08
30,1.10583
31,1.13567
32,1.16644
33,1.1922
34,1.2174
35,1.24157
36,1.26868
37,1.29445
38,1.33299
39,1.36314
40,1.37978
