1,3.2521e-08
2,4.7395e-08
4,5.6249e-08
8,1.03907e-07
16,2.41039e-07
32,5.77029e-07
64,1.331e-06
128,3.277e-06
256,7.314e-06
512,1.6432e-05
1024,3.7475e-05
2048,8.0641e-05
4096,0.0001749
8192,0.0003808
10000,0.000484
20000,0.001117
40000,0.002182
80000,0.004643
1000000,0.072111
2000000,0.153116
4000000,0.316697
